BUILD_YR,sale_year,SALE_PRICE,PARCEL_ARE,TAX_TOT,TOTAL_MV1,apn,licenseNum,tier,licensedUn,eviction_count,own_same_zip,LLORD_in_MPLS,latitude_1,longitude_,yWebMerc_1,Shape_Area
1921,2018,700000,9078.674858,10490.88,578000,3402924240034,LIC372213,1,3,1,0,0,44.95749,-93.2801,5614831.636,9.61783E-08
1914,2017,7700000,26024.88883,78746.6,720000,3402924240117,LIC122786,1,13,1,0,1,44.95583,-93.2784,5614570.135,2.75696E-07
1959,2007,95000,32996.12077,7410.4,78000,3402924240216,LIC136391,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2012,70000,32996.12077,8550.48,91000,3402924240218,LIC355864,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2014,65200,32996.12077,8946.48,92500,3402924240219,LIC133293,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2012,49900,32996.12077,5475.52,68500,3402924240227,LIC132446,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2013,58750,32996.12077,7425.34,79000,3402924240228,LIC279055,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2008,112785,32996.12077,8939.02,92000,3402924240232,LIC258212,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2010,54000,32996.12077,7335.76,73000,3402924240236,LIC365750,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2016,42500,32996.12077,5482.98,69000,3402924240241,LIC344680,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2007,96800,32996.12077,6388.18,76000,3402924240243,LIC138237,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2018,62500,32996.12077,7045.04,79500,3402924240244,LIC367000,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2014,43500,32996.12077,5117.64,68000,3402924240245,LIC368468,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2007,135000,32996.12077,7425.34,79000,3402924240248,LIC146595,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2017,81000,32996.12077,7574.64,89000,3402924240249,LIC378397,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2008,105000,32996.12077,7425.34,79000,3402924240250,LIC330696,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2017,80000,32996.12077,7455.2,81000,3402924240256,LIC352620,2,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1959,2012,79310,32996.12077,8590.38,93500,3402924240260,LIC373507,1,1,1,0,0,44.95696,-93.2801,5614748.107,3.49554E-07
1966,1998,274722,14817.05304,31902.5,1713500,3402924310056,LIC150308,1,18,1,0,1,44.95329,-93.28179,5614170.606,1.56959E-07
1970,2017,87500,34740.74511,1309.26,79000,3402924320210,LIC357099,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,1989,21552,34740.74511,1249.52,75000,3402924320211,LIC137926,2,2,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2006,139200,34740.74511,1458.24,95000,3402924320212,LIC131288,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2017,100000,34740.74511,1418.9,95000,3402924320213,LIC359381,1,1,2,1,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2005,95000,34740.74511,1120.18,75000,3402924320218,LIC132019,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2013,28643,34740.74511,785.1,46500,3402924320225,LIC133727,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2016,79000,34740.74511,1187.38,79500,3402924320229,LIC344694,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2006,112000,34740.74511,1480.64,96500,3402924320230,LIC123954,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2011,55500,34740.74511,1441.3,96500,3402924320231,LIC252707,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2019,108000,34740.74511,1135.1,76000,3402924320233,LIC376995,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2017,100000,34740.74511,1260.2,84000,3402924320234,LIC356190,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2013,49500,34740.74511,1187.38,79500,3402924320235,LIC148137,1,2,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,1994,8000,34740.74511,1264.44,76000,3402924320240,LIC123287,1,4,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,1995,24000,34740.74511,1264.44,76000,3402924320241,LIC365476,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2017,83000,34740.74511,1271.92,76500,3402924320246,LIC374354,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,1994,23500,34740.74511,1142.58,76500,3402924320247,LIC117020,1,1,2,1,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,1994,24850,34740.74511,1088.88,97500,3402924320248,LIC372533,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,1998,29000,34740.74511,1679.26,109500,3402924320250,LIC114694,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2004,91500,34740.74511,1271.92,76500,3402924320251,LIC134921,1,1,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2009,36000,34740.74511,1271.92,76500,3402924320254,LIC115690,1,6,2,0,0,44.95494,-93.28587,5614431.162,3.68023E-07
1970,2003,826200,34481.83994,85262.22,4687000,3402924420174,LIC109497,1,53,1,0,0,44.95251,-93.27445,5614047.491,3.65264E-07
1914,2016,465000,6133.23174,7896.02,435000,3402924420233,LIC352474,3,4,1,0,0,44.95467,-93.2737,5614388.122,6.49712E-08
1964,2016,1470000,11684.98557,26155.28,1441000,3402924420246,LIC281434,1,20,4,0,0,44.95394,-93.27443,5614273.712,1.23781E-07
1900,2004,75000,6937.066217,1470.54,98500,3402924420376,LIC134387,2,2,1,1,1,44.95295,-93.27498,5614117.478,7.34846E-08
1970, ,0,44498.59466,56744.84,2640500,3402924420386,LIC113782,2,38,2,0,1,44.95254,-93.27624,5614052.282,4.71372E-07
2016,2015,600000,29031.31234,242084.62,11881000,3402924420484,LIC376423,1,70,1,0,0,44.95511,-93.27569,5614456.822,3.07542E-07
1901,2015,151000,6307.238949,3599.12,253500,3402924430007,LIC133114,1,2,1,1,1,44.94993,-93.2732,5613642.865,6.68094E-08
1909,2018,780000,4813.46955,8371.56,461000,3302924410067,LIC374334,1,4,1,0,0,44.95255,-93.28849,5614055.189,5.0989E-08
1920,2017,1030000,6002.290321,20065.46,1105000,3302924410076,LIC359906,2,8,1,0,0,44.95268,-93.28899,5614074.903,6.35823E-08
1884,2012,950000,5217.390639,23041.78,219200,3302924410170,LIC125433,2,4,1,1,1,44.95539,-93.28847,5614500.666,5.52704E-08
1958,2017,2450000,8912.991681,37468.86,2038500,3302924410227,LIC359617,1,22,3,0,0,44.95319,-93.29279,5614155.027,9.44162E-08
1929,2014,5550000,26679.90368,112961.48,6200000,3302924420152,LIC135592,1,27,1,0,1,44.95489,-93.29605,5614422.278,2.82631E-07
2016,1987,800000,18279.92202,437442.84,17425000,3302924430099,LIC357044,1,125,3,1,1,44.94866,-93.29611,5613442.695,1.93626E-07
2012,2010,3350000,79407.29008,1029198.9,56500000,3302924430136,LIC123836,1,216,1,0,1,44.95076,-93.29636,5613772.868,8.41134E-07
2013, ,0,84576.41517,1158372.44,63704300,3302924430217,LIC151539,2,219,2,1,1,44.95084,-93.29381,5613785.052,8.95889E-07
2014, ,0,60605.83047,800533.38,44000000,3302924430219,LIC132899,2,153,4,1,1,44.95088,-93.29482,5613791.085,6.41978E-07
2007, ,0,31433.66555,460145.6,25300000,3302924440361,LIC267128,1,242,1,1,1,44.94964,-93.28973,5613596.745,3.3296E-07
2012,2017,53200000,70847.10546,909035.44,49900000,3302924440363,LIC277827,2,198,3,1,1,44.951,-93.29025,5613811.123,7.50466E-07
1900,2006,0,3497.655381,1672.1,112000,3502924110043,LIC118438,1,1,1,0,0,44.95991,-93.252,5615212.774,3.70553E-08
1973, ,0,159688.7846,50735.14,4531000,3502924140002,LIC136326,1,4,6,1,1,44.95818,-93.24798,5614940.787,1.69174E-06
1908,2017,192500,7110.906894,3454.44,244500,3502924140186,LIC356929,3,2,1,0,1,44.95699,-93.24949,5614752.943,7.53314E-08
1909,2000,165000,7110.172573,10309.38,568000,3502924140187,LIC330381,2,8,1,1,1,44.95715,-93.24949,5614777.79,7.53237E-08
1962, ,0,7116.234926,11280.74,621500,3502924140252,LIC308313,1,11,4,0,1,44.95847,-93.24947,5614986.341,7.53898E-08
1900, ,0,5896.917383,3964.32,209500,3502924210023,LIC267684,1,2,1,0,0,44.96156,-93.26218,5615471.831,6.24756E-08
1900,2008,40000,4751.672057,2822.68,155500,3502924210035,LIC118264,1,2,2,0,0,44.96106,-93.26075,5615393.489,5.03418E-08
1900,2017,237900,4321.170547,3140.14,225000,3502924210137,LIC357795,2,1,1,0,1,44.96077,-93.26077,5615346.992,4.57804E-08
1970,2014,850249,31566.67229,149370.62,13340000,3502924230007,LIC281546,1,192,4,1,1,44.95666,-93.26723,5614700.456,3.34408E-07
2008, ,0,96464.10356,20121.98,1797000,3502924230176,LIC117859,2,48,1,1,1,44.95847,-93.2658,5614986.302,1.02195E-06
1900,1992,1,5232.874316,128,0,3502924240035,LIC136718,1,2,1,1,1,44.95862,-93.25967,5615009.035,5.54375E-08
1901,2010,122000,6404.856056,4982.26,339500,3502924240147,LIC126557,1,1,1,1,1,44.95894,-93.26093,5615059.878,6.78538E-08
1982, ,0,42332.7892,1231.68,82500,3502924240214,LIC133596,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2011,41000,42332.7892,1231.68,82500,3502924240217,LIC121547,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2016,103500,42332.7892,1410.82,94500,3502924240218,LIC187762,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2004,125000,42332.7892,1231.68,82500,3502924240219,LIC112376,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2004,141400,42332.7892,799.12,79500,3502924240228,LIC131321,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2011,39149,42332.7892,1231.68,82500,3502924240231,LIC148858,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2012,35000,42332.7892,1201.82,80500,3502924240234,LIC280274,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2016,88000,42332.7892,1231.68,82500,3502924240237,LIC344716,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982, ,0,42332.7892,1201.82,80500,3502924240242,LIC167127,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1982,2005,145000,42332.7892,847.76,82500,3502924240243,LIC127428,1,1,1,0,0,44.95789,-93.26094,5614894.946,4.48471E-07
1931,2017,1800000,18664.91549,32343.9,1782000,3502924320202,LIC358536,1,19,1,0,1,44.95314,-93.26449,5614147.296,1.97719E-07
1961, ,0,36748.9204,84217.62,4640000,3502924320203,LIC118506,1,82,1,1,1,44.95443,-93.26447,5614350.357,3.89293E-07
1978, ,0,53630.49307,147131.18,13140000,3502924320350,LIC173621,1,200,2,1,1,44.95336,-93.26583,5614181.66,5.68115E-07
1900,2012,112000,163228.6841,2508.16,168000,3502924340532,LIC185176,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2010,163400,163228.6841,3202.38,214500,3502924340550,LIC358080,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2016,247500,163228.6841,3777.16,253000,3502924340553,LIC365537,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2006,354500,163228.6841,4052.1,271000,3502924340561,LIC271652,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2018,230000,163228.6841,2993.64,215000,3502924340563,LIC374469,1,1,1,1,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2013,128500,163228.6841,2676.98,179000,3502924340566,LIC130515,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2006,302900,163228.6841,3296.96,220500,3502924340582,LIC122198,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2013,115200,163228.6841,3297.22,220500,3502924340585,LIC129780,1,4,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2006,254900,163228.6841,2901.48,194000,3502924340587,LIC126545,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2011,70000,163228.6841,3005.84,201000,3502924340601,LIC224344,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2009,144000,163228.6841,3000.82,201000,3502924340602,LIC139855,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2017,249900,163228.6841,3874.22,259500,3502924340607,LIC359084,1,1,1,1,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2006,243420,163228.6841,2945.76,197000,3502924340609,LIC267111,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2006,231760,163228.6841,2303.26,154000,3502924340612,LIC252703,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1900,2012,269000,163228.6841,7611.74,507500,3502924340619,LIC137731,1,1,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
 , ,0,163228.6841,0,0,3502924349000,LIC266650,2,219,1,0,0,44.94931,-93.26076,5613544.637,1.72898E-06
1967,2015,375000,7080.077806,8757.2,482500,3502924410056,LIC138166,1,6,1,0,0,44.95504,-93.24776,5614445.493,7.50021E-08
1968,2004,648000,7916.64652,11594.74,632000,3502924410071,LIC111823,1,11,1,0,0,44.95294,-93.24777,5614115.537,8.38613E-08
1927,1997,75000,6785.496,9229.12,508500,3502924410187,LIC264749,1,9,1,1,1,44.95456,-93.25153,5614371.477,7.18812E-08
1965, ,0,20655.53625,25801.02,1421500,3502924410266,LIC141837,1,23,5,1,1,44.955,-93.25082,5614440.103,2.18813E-07
1962,2015,690000,7230.426073,15509.14,854500,3502924420197,LIC376406,2,12,1,0,0,44.95357,-93.25338,5614215.506,7.65931E-08
2012,1995,1,22171.39736,24577,2194000,3502924430035,LIC264712,2,46,2,0,0,44.94901,-93.25667,5613498.276,2.34847E-07
1910,2018,205000,4754.583066,1941.56,150500,3502924430188,LIC374046,3,1,1,1,1,44.94992,-93.25413,5613641.165,5.0363E-08
1911,2011,34900,4755.064116,1985.62,133000,3502924430200,LIC143812,2,1,1,0,1,44.94982,-93.25467,5613625.146,5.03679E-08
1961,1999,125000,6704.338314,7614.38,419500,3502924440045,LIC274282,1,7,1,0,1,44.94992,-93.25157,5613641.058,7.10159E-08
1910,2002,238100,6133.095509,6117.28,337000,3602924120153,LIC110327,1,1,1,0,0,44.96036,-93.23412,5615283.734,6.49767E-08
1908,2008,101950,7538.351318,2492.94,182000,3602924140099,LIC132464,1,1,1,1,1,44.95614,-93.23103,5614620.034,7.98586E-08
1964,1997,1461980,39530.52265,94263.88,5177000,3602924220088,LIC151446,1,70,1,0,0,44.96182,-93.24205,5615512.565,4.18813E-07
1973,1999,100000,384405.2744,117570.58,10500000,3602924230006,LIC145152,2,6,14,1,1,44.95749,-93.2462,5614831.847,4.07244E-06
1965,2005,625000,9858.714646,12320.76,664500,3602924320069,LIC237793,3,11,1,1,1,44.95301,-93.24699,5614126.17,1.04434E-07
1962, ,0,12119.65499,15122.12,1350500,3602924330056,LIC284425,1,17,1,0,1,44.95142,-93.24699,5613876.978,1.28381E-07
2006,2007,175920,19816.77886,1828.86,122500,3602924340076,LIC188907,1,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2007,230575,19816.77886,2463.36,165000,3602924340077,LIC115604,1,2,1,1,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2007,208268,19816.77886,2321.54,155500,3602924340087,LIC132609,2,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2007,196085,19816.77886,1843.78,123500,3602924340088,LIC274357,1,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2007,160500,19816.77886,1386.82,115500,3602924340091,LIC378195,1,1,1,1,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2007,162280,19816.77886,1724.34,115500,3602924340093,LIC130229,1,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2007,153500,19816.77886,1724.34,115500,3602924340095,LIC208979,1,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2009,180000,19816.77886,2508.16,168000,3602924340101,LIC155745,2,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2007,230190,19816.77886,2269.28,152000,3602924340102,LIC324598,1,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2011,100,19816.77886,2269.28,152000,3602924340106,LIC280222,2,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
2006,2010,161400,19816.77886,1836.32,123000,3602924340154,LIC128908,1,1,1,0,0,44.94875,-93.24202,5613457.507,2.09905E-07
1962,2018,609000,4989.692948,11581.76,579000,3602924440104,LIC374236,2,7,1,0,0,44.95,-93.23101,5613653.059,5.28532E-08
1964,2012,1030000,15077.40127,31000.78,1708000,3602924440120,LIC127738,1,21,1,0,1,44.94967,-93.22953,5613601.306,1.59707E-07
1923,2011,300000,7537.463116,10826.34,596500,3602924440175,LIC122170,1,5,1,0,0,44.95087,-93.23201,5613791.056,7.98419E-08
,,,,,,,,,,,,,,,,
